Check-In Date,Check-Out Date,Hotel Name,Price($),Rating,Number of Reviews
11-05-2019,14-05-2019,The Paper Factory Hotel,$135,4.2/5,"1,532"
11-05-2019,14-05-2019,The Boro Hotel,$162,4.2/5,729
11-05-2019,14-05-2019,Hotel Vetiver,$120,3.7/5,"1,122"
11-05-2019,14-05-2019,Hotel Nirvana,$102,3.8/5,215
11-05-2019,14-05-2019,The One Boutique Hotel,$353,3.6/5,322
11-05-2019,14-05-2019,Lic Plaza Hotel,$129,4.3/5,8
11-05-2019,14-05-2019,Sheraton LaGuardia East Hotel,$279,4.0/5,480
11-05-2019,14-05-2019,Queens Hotel,$149,3.8/5,33
11-05-2019,14-05-2019,Crowne Plaza Times Square Manhattan,$185,4.2/5,"9,398"
11-05-2019,14-05-2019,Crowne Plaza HY36 Midtown Manhattan,$226,4.5/5,704
11-05-2019,14-05-2019,Giorgio Hotel,$39,3.9/5,372
11-05-2019,14-05-2019,Holiday Inn Express Laguardia Airport,$142,3.9/5,880
11-05-2019,14-05-2019,Microtel Inn by Wyndham Long Island City,$136,4.2/5,61
11-05-2019,14-05-2019,Opera House Hotel,$127,4.5/5,"2,073"
11-05-2019,14-05-2019,Red Lion Inn & Suites Long Island City,$105,3.8/5,"2,025"
11-05-2019,14-05-2019,Z NYC Hotel,$165,4.0/5,"2,201"
11-05-2019,14-05-2019,Wyndham Garden LaGuardia South,$206,4.2/5,571
11-05-2019,14-05-2019,Howard Johnson by Wyndham Long Island City,$139,3.5/5,"1,220"
11-05-2019,14-05-2019,Holiday Inn - Long Island City - Manhattan View,$156,4.2/5,"1,561"
11-05-2019,14-05-2019,Feather Factory,$139,4.1/5,423
11-05-2019,14-05-2019,Home2 Suites by Hilton NY Long Island City/Manhattan View,$168,4.5/5,818
11-05-2019,14-05-2019,Voyage Hotel,$117,3.8/5,99
11-05-2019,14-05-2019,The Marmara Manhattan,$319,4.2/5,806
11-05-2019,14-05-2019,Hilton Garden Inn Long Island City New York,$143,4.4/5,895
11-05-2019,14-05-2019,Comfort Inn & Suites LaGuardia Airport,$170,3.9/5,746
11-05-2019,14-05-2019,Courtyard by Marriott New York Manhattan/Upper East Side,$192,4.1/5,"2,317"
11-05-2019,14-05-2019,"The Vue Hotel, an Ascend Hotel Collection Member",$142,4.3/5,324
11-05-2019,14-05-2019,The Franklin Hotel,$282,3.8/5,"1,709"
11-05-2019,14-05-2019,The James New York - NoMad,$271,4.2/5,920
11-05-2019,14-05-2019,Courtyard Long Island City/New York Manhattan View,$179,4.4/5,375
11-05-2019,15-05-2019,LaGuardia Plaza Hotel,$184,4.0/5,"2,045"
11-05-2019,15-05-2019,ibis Styles New York LaGuardia Airport,$159,4.3/5,946
11-05-2019,15-05-2019,Aloft New York LaGuardia Airport,$189,3.5/5,"2,095"
11-05-2019,15-05-2019,Hotel De Point,$157,3.9/5,361
11-05-2019,15-05-2019,Hampton Inn New York - LaGuardia Airport,$203,4.2/5,"1,256"
11-05-2019,15-05-2019,Hilton New York JFK Airport,$239,3.8/5,"1,514"
11-05-2019,15-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$144,3.7/5,"1,153"
11-05-2019,15-05-2019,The Parc Hotel,$144,3.9/5,903
11-05-2019,15-05-2019,John Hotel,$137,4.1/5,588
11-05-2019,15-05-2019,Marco LaGuardia Hotel,$154,4.1/5,941
11-05-2019,15-05-2019,Grandview Hotel New York,$115,4.1/5,297
11-05-2019,15-05-2019,New York LaGuardia Airport Marriott,$314,4.1/5,979
11-05-2019,15-05-2019,Flushing Central Hotel,$130,3.6/5,448
11-05-2019,15-05-2019,Prince Flushing Hotel,$148,3.5/5,362
11-05-2019,15-05-2019,Fairfield Inn by Marriott LaGuardia Airport/Flushing,$174,4.1/5,"1,126"
11-05-2019,15-05-2019,SpringHill Suites by Marriott New York LaGuardia Airport,$264,4.5/5,308
11-05-2019,15-05-2019,Fairfield Inn by Marriott New York LaGuardia Airport/Astoria,$167,4.3/5,698
11-05-2019,15-05-2019,Ramada by Wyndham Flushing Queens,$153,3.6/5,751
11-05-2019,15-05-2019,Hyatt Place Flushing/LaGuardia Airport,$339,4.2/5,800
11-05-2019,15-05-2019,Hotel Vetiver,$124,3.7/5,"1,122"
11-05-2019,15-05-2019,The Paper Factory Hotel,$216,4.2/5,"1,532"
11-05-2019,15-05-2019,Hotel Nirvana,$104,3.8/5,215
11-05-2019,15-05-2019,The Boro Hotel,$187,4.2/5,729
11-05-2019,15-05-2019,Lic Plaza Hotel,$137,4.3/5,8
11-05-2019,15-05-2019,The One Boutique Hotel,$346,3.6/5,322
11-05-2019,15-05-2019,Giorgio Hotel,$39,3.9/5,372
11-05-2019,15-05-2019,Queens Hotel,$162,3.8/5,33
11-05-2019,15-05-2019,Crowne Plaza Times Square Manhattan,$240,4.2/5,"9,398"
11-05-2019,15-05-2019,The James New York - NoMad,$333,4.2/5,920
11-05-2019,15-05-2019,Red Lion Inn & Suites Long Island City,$109,3.8/5,"2,025"
11-05-2019,15-05-2019,Opera House Hotel,$129,4.5/5,"2,073"
11-05-2019,15-05-2019,Sheraton LaGuardia East Hotel,$292,4.0/5,480
11-05-2019,15-05-2019,Microtel Inn by Wyndham Long Island City,$152,4.2/5,61
11-05-2019,15-05-2019,Holiday Inn Express Laguardia Airport,$139,3.9/5,880
11-05-2019,15-05-2019,Howard Johnson by Wyndham Long Island City,$138,3.5/5,"1,220"
11-05-2019,15-05-2019,Z NYC Hotel,$200,4.0/5,"2,201"
11-05-2019,15-05-2019,Wyndham Garden LaGuardia South,$204,4.2/5,571
11-05-2019,15-05-2019,Feather Factory,$148,4.1/5,423
11-05-2019,15-05-2019,Voyage Hotel,$118,3.8/5,99
11-05-2019,15-05-2019,The Marmara Manhattan,$319,4.2/5,806
11-05-2019,15-05-2019,Holiday Inn - Long Island City - Manhattan View,$187,4.2/5,"1,561"
11-05-2019,15-05-2019,Comfort Inn & Suites LaGuardia Airport,$144,3.9/5,746
11-05-2019,15-05-2019,The Franklin Hotel,$284,3.8/5,"1,709"
11-05-2019,15-05-2019,Hilton Garden Inn Long Island City New York,$179,4.4/5,895
11-05-2019,15-05-2019,Home2 Suites by Hilton NY Long Island City/Manhattan View,$267,4.5/5,818
11-05-2019,15-05-2019,The Box House Hotel,$220,4.6/5,"1,164"
11-05-2019,15-05-2019,"The Vue Hotel, an Ascend Hotel Collection Member",$172,4.3/5,324
11-05-2019,15-05-2019,Crowne Plaza HY36 Midtown Manhattan,$284,4.5/5,704
11-05-2019,15-05-2019,Wyndham Garden Long Island City,$168,3.9/5,"1,349"
11-05-2019,16-05-2019,LaGuardia Plaza Hotel,$191,4.0/5,"2,045"
11-05-2019,16-05-2019,ibis Styles New York LaGuardia Airport,$167,4.3/5,946
11-05-2019,16-05-2019,Aloft New York LaGuardia Airport,$201,3.5/5,"2,095"
11-05-2019,16-05-2019,Hampton Inn New York - LaGuardia Airport,$218,4.2/5,"1,256"
11-05-2019,16-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$147,3.7/5,"1,153"
11-05-2019,16-05-2019,Hilton New York JFK Airport,$239,3.8/5,"1,514"
11-05-2019,16-05-2019,New York LaGuardia Airport Marriott,$329,4.1/5,979
11-05-2019,16-05-2019,Hotel De Point,$157,3.9/5,361
11-05-2019,16-05-2019,The Parc Hotel,$150,3.9/5,903
11-05-2019,16-05-2019,Marco LaGuardia Hotel,$157,4.1/5,941
11-05-2019,16-05-2019,Fairfield Inn by Marriott LaGuardia Airport/Flushing,$187,4.1/5,"1,126"
11-05-2019,16-05-2019,John Hotel,$149,4.1/5,588
11-05-2019,16-05-2019,SpringHill Suites by Marriott New York LaGuardia Airport,$267,4.5/5,308
11-05-2019,16-05-2019,Grandview Hotel New York,$120,4.1/5,297
11-05-2019,16-05-2019,Fairfield Inn by Marriott New York LaGuardia Airport/Astoria,$171,4.3/5,698
11-05-2019,16-05-2019,Ramada by Wyndham Flushing Queens,$160,3.6/5,751
11-05-2019,16-05-2019,Flushing Central Hotel,$138,3.6/5,448
11-05-2019,16-05-2019,The Paper Factory Hotel,$239,4.2/5,"1,532"
11-05-2019,16-05-2019,Queens Hotel,$161,3.8/5,33
11-05-2019,16-05-2019,Sheraton LaGuardia East Hotel,$307,4.0/5,480
11-05-2019,16-05-2019,Holiday Inn Express Laguardia Airport,$147,3.9/5,880
11-05-2019,16-05-2019,Wyndham Garden LaGuardia South,$203,4.2/5,571
11-05-2019,16-05-2019,The One Boutique Hotel,$322,3.6/5,322
11-05-2019,16-05-2019,Opera House Hotel,$154,4.5/5,"2,073"
11-05-2019,16-05-2019,Hotel Nirvana,$119,3.8/5,215
11-05-2019,16-05-2019,The Boro Hotel,$201,4.2/5,729
11-05-2019,16-05-2019,Howard Johnson by Wyndham Long Island City,$141,3.5/5,"1,220"
11-05-2019,16-05-2019,Crowne Plaza Times Square Manhattan,$273,4.2/5,"9,398"
11-05-2019,16-05-2019,The James New York - NoMad,$318,4.2/5,920
11-05-2019,16-05-2019,Lic Plaza Hotel,$167,4.3/5,8
11-05-2019,16-05-2019,Giorgio Hotel,$39,3.9/5,372
11-05-2019,16-05-2019,Holiday Inn - Long Island City - Manhattan View,$205,4.2/5,"1,561"
11-05-2019,16-05-2019,Microtel Inn by Wyndham Long Island City,$163,4.2/5,61
11-05-2019,16-05-2019,"The Vue Hotel, an Ascend Hotel Collection Member",$181,4.3/5,324
11-05-2019,16-05-2019,Voyage Hotel,$122,3.8/5,99
11-05-2019,16-05-2019,Feather Factory,$156,4.1/5,423
11-05-2019,16-05-2019,Z NYC Hotel,$221,4.0/5,"2,201"
11-05-2019,16-05-2019,Hilton Garden Inn Long Island City New York,$229,4.4/5,895
11-05-2019,16-05-2019,Comfort Inn & Suites near Stadium,$172,4.3/5,369
11-05-2019,16-05-2019,Holiday Inn Express Maspeth,$208,4.0/5,799
11-05-2019,16-05-2019,Courtyard by Marriott New York Manhattan/Upper East Side,$283,4.1/5,"2,317"
11-05-2019,16-05-2019,Fairfield Inn & Suites New York Queens/Queensboro Bridge,$233,4.2/5,"1,247"
11-05-2019,16-05-2019,The Marmara Manhattan,$351,4.2/5,806
11-05-2019,16-05-2019,Four Points by Sheraton Long Island City Queensboro Bridge,$267,4.1/5,"1,146"
11-05-2019,16-05-2019,The Franklin Hotel,$268,3.8/5,"1,709"
11-05-2019,16-05-2019,Wyndham Garden Long Island City,$194,3.9/5,"1,349"
11-05-2019,16-05-2019,"Umbrella Hotel, An Ascend Hotel Collection Member",$241,3.5/5,45
11-05-2019,16-05-2019,Crowne Plaza HY36 Midtown Manhattan,$321,4.5/5,704
11-05-2019,16-05-2019,Ravel Hotel Trademark Collection by Wyndham,$231,3.7/5,"1,697"
12-05-2019,13-05-2019,Park Lane Hotel,$150,4.0/5,"8,461"
12-05-2019,13-05-2019,ibis Styles New York LaGuardia Airport,$139,4.3/5,946
12-05-2019,13-05-2019,LaGuardia Plaza Hotel,$179,4.0/5,"2,048"
12-05-2019,13-05-2019,Aloft New York LaGuardia Airport,$159,3.5/5,"2,095"
12-05-2019,13-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$125,3.7/5,"1,153"
12-05-2019,13-05-2019,Hampton Inn New York - LaGuardia Airport,$174,4.2/5,"1,258"
12-05-2019,13-05-2019,Hilton New York JFK Airport,$199,3.8/5,"1,514"
12-05-2019,13-05-2019,New York LaGuardia Airport Marriott,$249,4.1/5,980
12-05-2019,13-05-2019,Fairfield Inn by Marriott LaGuardia Airport/Flushing,$129,4.1/5,"1,126"
12-05-2019,13-05-2019,Hotel De Point,$129,3.9/5,363
12-05-2019,13-05-2019,Marco LaGuardia Hotel,$139,4.1/5,941
12-05-2019,13-05-2019,Fairfield Inn by Marriott New York LaGuardia Airport/Astoria,$129,4.3/5,698
12-05-2019,13-05-2019,Holiday Inn LaGuardia Airport,$184,3.8/5,"1,048"
12-05-2019,13-05-2019,John Hotel,$119,4.1/5,589
12-05-2019,13-05-2019,The Parc Hotel,$119,3.9/5,903
12-05-2019,13-05-2019,SpringHill Suites by Marriott New York LaGuardia Airport,$279,4.5/5,309
12-05-2019,13-05-2019,Asiatic Hotel by LaGuardia Airport,$120,3.9/5,888
12-05-2019,13-05-2019,Grandview Hotel New York,$121,4.2/5,298
12-05-2019,13-05-2019,Hyatt Place Flushing/LaGuardia Airport,$269,4.2/5,800
12-05-2019,13-05-2019,Ramada by Wyndham Flushing Queens,$136,3.6/5,751
12-05-2019,13-05-2019,Flushing Central Hotel,$104,3.6/5,448
12-05-2019,13-05-2019,Prince Flushing Hotel,$135,3.5/5,362
12-05-2019,13-05-2019,Wyndham Garden LaGuardia South,$99,4.2/5,572
12-05-2019,13-05-2019,The Paper Factory Hotel,$109,4.2/5,"1,533"
12-05-2019,13-05-2019,Holiday Inn Express Laguardia Airport,$129,3.9/5,880
12-05-2019,13-05-2019,The One Boutique Hotel,$170,3.6/5,323
12-05-2019,13-05-2019,Sheraton LaGuardia East Hotel,$279,4.0/5,480
12-05-2019,13-05-2019,The Boro Hotel,$119,4.2/5,729
12-05-2019,13-05-2019,Grand Hyatt New York,$149,4.1/5,"10,787"
12-05-2019,13-05-2019,The James New York - NoMad,$179,4.2/5,920
12-05-2019,13-05-2019,Queens Hotel,$139,3.8/5,34
12-05-2019,13-05-2019,Opera House Hotel,$129,4.5/5,"2,072"
12-05-2019,13-05-2019,Hotel Nirvana,$85,3.8/5,218
12-05-2019,13-05-2019,Holiday Inn - Long Island City - Manhattan View,$139,4.2/5,"1,561"
12-05-2019,13-05-2019,Hotel Vetiver,$105,3.7/5,"1,125"
12-05-2019,13-05-2019,Best Western Plus Plaza Hotel,$88,4.0/5,"2,878"
12-05-2019,13-05-2019,Courtyard by Marriott New York Manhattan/Upper East Side,$109,4.1/5,"2,318"
12-05-2019,13-05-2019,Comfort Inn & Suites LaGuardia Airport,$150,3.9/5,746
12-05-2019,13-05-2019,Four Points by Sheraton Long Island City Queensboro Bridge,$129,4.1/5,"1,146"
12-05-2019,13-05-2019,Giorgio Hotel,$39,3.9/5,372
12-05-2019,13-05-2019,Lic Plaza Hotel,$129,4.3/5,8
12-05-2019,13-05-2019,Red Lion Inn & Suites Long Island City,$108,3.8/5,"2,025"
12-05-2019,13-05-2019,Microtel Inn by Wyndham Long Island City,$114,4.2/5,63
12-05-2019,13-05-2019,Z NYC Hotel,$136,4.0/5,"2,201"
12-05-2019,13-05-2019,Howard Johnson by Wyndham Long Island City,$128,3.5/5,"1,221"
12-05-2019,13-05-2019,Feather Factory,$84,4.1/5,426
12-05-2019,13-05-2019,Courtyard Long Island City/New York Manhattan View,$129,4.4/5,375
12-05-2019,13-05-2019,The Park Ave North,$95,3.8/5,312
12-05-2019,13-05-2019,Merrion Row Hotel and Public House,$170,4.6/5,88
12-05-2019,13-05-2019,Comfort Inn & Suites near Stadium,$139,4.3/5,369
12-05-2019,14-05-2019,Park Lane Hotel,$225,4.0/5,"8,461"
12-05-2019,14-05-2019,LaGuardia Plaza Hotel,$179,4.0/5,"2,048"
12-05-2019,14-05-2019,ibis Styles New York LaGuardia Airport,$144,4.3/5,946
12-05-2019,14-05-2019,Aloft New York LaGuardia Airport,$189,3.5/5,"2,095"
12-05-2019,14-05-2019,Hampton Inn New York - LaGuardia Airport,$195,4.2/5,"1,258"
12-05-2019,14-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$133,3.7/5,"1,153"
12-05-2019,14-05-2019,Hilton New York JFK Airport,$199,3.8/5,"1,514"
12-05-2019,14-05-2019,New York LaGuardia Airport Marriott,$274,4.1/5,980
12-05-2019,14-05-2019,Hotel De Point,$134,3.9/5,363
12-05-2019,14-05-2019,John Hotel,$119,4.1/5,589
12-05-2019,14-05-2019,The Parc Hotel,$119,3.9/5,903
12-05-2019,14-05-2019,Marco LaGuardia Hotel,$139,4.1/5,941
12-05-2019,14-05-2019,Grandview Hotel New York,$111,4.2/5,298
12-05-2019,14-05-2019,Fairfield Inn by Marriott LaGuardia Airport/Flushing,$164,4.1/5,"1,126"
12-05-2019,14-05-2019,Flushing Central Hotel,$114,3.6/5,448
12-05-2019,14-05-2019,Prince Flushing Hotel,$135,3.5/5,362
12-05-2019,14-05-2019,SpringHill Suites by Marriott New York LaGuardia Airport,$279,4.5/5,309
12-05-2019,14-05-2019,Fairfield Inn by Marriott New York LaGuardia Airport/Astoria,$159,4.3/5,698
12-05-2019,14-05-2019,Hyatt Place Flushing/LaGuardia Airport,$249,4.2/5,800
12-05-2019,14-05-2019,The One Boutique Hotel,$180,3.6/5,323
12-05-2019,14-05-2019,Ramada by Wyndham Flushing Queens,$146,3.6/5,751
12-05-2019,14-05-2019,The Paper Factory Hotel,$144,4.2/5,"1,533"
12-05-2019,14-05-2019,The Boro Hotel,$154,4.2/5,729
12-05-2019,14-05-2019,Holiday Inn Express Laguardia Airport,$129,3.9/5,880
12-05-2019,14-05-2019,Wyndham Garden LaGuardia South,$149,4.2/5,572
12-05-2019,14-05-2019,Hotel Vetiver,$120,3.7/5,"1,125"
12-05-2019,14-05-2019,Sheraton LaGuardia East Hotel,$279,4.0/5,480
12-05-2019,14-05-2019,Hotel Nirvana,$107,3.8/5,218
12-05-2019,14-05-2019,Grand Hyatt New York,$229,4.1/5,"10,787"
12-05-2019,14-05-2019,Crowne Plaza JFK Airport New York City,$204,3.7/5,"1,184"
12-05-2019,14-05-2019,Queens Hotel,$139,3.8/5,34
12-05-2019,14-05-2019,Lic Plaza Hotel,$129,4.3/5,8
12-05-2019,14-05-2019,Opera House Hotel,$122,4.5/5,"2,072"
12-05-2019,14-05-2019,Giorgio Hotel,$39,3.9/5,372
12-05-2019,14-05-2019,Microtel Inn by Wyndham Long Island City,$124,4.2/5,63
12-05-2019,14-05-2019,Z NYC Hotel,$155,4.0/5,"2,201"
12-05-2019,14-05-2019,Howard Johnson by Wyndham Long Island City,$128,3.5/5,"1,221"
12-05-2019,14-05-2019,Red Lion Inn & Suites Long Island City,$115,3.8/5,"2,025"
12-05-2019,14-05-2019,Feather Factory,$115,4.1/5,426
12-05-2019,14-05-2019,Holiday Inn - Long Island City - Manhattan View,$164,4.2/5,"1,561"
12-05-2019,14-05-2019,Voyage Hotel,$110,3.8/5,99
12-05-2019,14-05-2019,Comfort Inn & Suites LaGuardia Airport,$160,3.9/5,746
12-05-2019,14-05-2019,The Marmara Manhattan,$319,4.2/5,806
12-05-2019,14-05-2019,Home2 Suites by Hilton NY Long Island City/Manhattan View,$199,4.5/5,818
12-05-2019,14-05-2019,The Franklin Hotel,$247,3.8/5,"1,710"
12-05-2019,14-05-2019,"The Vue Hotel, an Ascend Hotel Collection Member",$149,4.3/5,324
12-05-2019,14-05-2019,Courtyard by Marriott New York Manhattan/Upper East Side,$199,4.1/5,"2,318"
12-05-2019,14-05-2019,Four Points by Sheraton Long Island City Queensboro Bridge,$159,4.1/5,"1,146"
12-05-2019,14-05-2019,Hilton Garden Inn Long Island City New York,$179,4.4/5,895
12-05-2019,14-05-2019,Comfort Inn & Suites near Stadium,$149,4.3/5,369
12-05-2019,15-05-2019,Park Lane Hotel,$327,4.0/5,"8,461"
12-05-2019,15-05-2019,LaGuardia Plaza Hotel,$186,4.0/5,"2,048"
12-05-2019,15-05-2019,ibis Styles New York LaGuardia Airport,$162,4.3/5,946
12-05-2019,15-05-2019,Aloft New York LaGuardia Airport,$199,3.5/5,"2,095"
12-05-2019,15-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$142,3.7/5,"1,153"
12-05-2019,15-05-2019,Hampton Inn New York - LaGuardia Airport,$212,4.2/5,"1,258"
12-05-2019,15-05-2019,Grand Hyatt New York,"$1,049",4.1/5,"10,787"
12-05-2019,15-05-2019,Hotel De Point,$136,3.9/5,363
12-05-2019,15-05-2019,The Parc Hotel,$112,3.9/5,903
12-05-2019,15-05-2019,Marco LaGuardia Hotel,$142,4.1/5,941
12-05-2019,15-05-2019,New York LaGuardia Airport Marriott,$306,4.1/5,980
12-05-2019,15-05-2019,John Hotel,$129,4.1/5,589
12-05-2019,15-05-2019,Grandview Hotel New York,$109,4.2/5,298
12-05-2019,15-05-2019,Flushing Central Hotel,$121,3.6/5,448
12-05-2019,15-05-2019,Prince Flushing Hotel,$135,3.5/5,362
12-05-2019,15-05-2019,Fairfield Inn by Marriott LaGuardia Airport/Flushing,$176,4.1/5,"1,126"
12-05-2019,15-05-2019,SpringHill Suites by Marriott New York LaGuardia Airport,$279,4.5/5,309
12-05-2019,15-05-2019,The One Boutique Hotel,$170,3.6/5,323
12-05-2019,15-05-2019,Hyatt Place Flushing/LaGuardia Airport,$309,4.2/5,800
12-05-2019,15-05-2019,Fairfield Inn by Marriott New York LaGuardia Airport/Astoria,$172,4.3/5,698
12-05-2019,15-05-2019,Ramada by Wyndham Flushing Queens,$149,3.6/5,751
12-05-2019,15-05-2019,The Boro Hotel,$189,4.2/5,729
12-05-2019,15-05-2019,Hotel Vetiver,$125,3.7/5,"1,125"
12-05-2019,15-05-2019,Hotel Nirvana,$115,3.8/5,218
12-05-2019,15-05-2019,Lic Plaza Hotel,$139,4.3/5,8
12-05-2019,15-05-2019,Queens Hotel,$146,3.8/5,34
12-05-2019,15-05-2019,Sheraton LaGuardia East Hotel,$296,4.0/5,480
12-05-2019,15-05-2019,Holiday Inn Express Laguardia Airport,$129,3.9/5,880
12-05-2019,15-05-2019,Hilton New York JFK Airport,$259,3.8/5,"1,514"
12-05-2019,15-05-2019,The James New York - NoMad,$373,4.2/5,920
12-05-2019,15-05-2019,Wyndham Garden LaGuardia South,$179,4.2/5,572
12-05-2019,15-05-2019,Giorgio Hotel,$39,3.9/5,372
12-05-2019,15-05-2019,Opera House Hotel,$127,4.5/5,"2,072"
12-05-2019,15-05-2019,Microtel Inn by Wyndham Long Island City,$149,4.2/5,63
12-05-2019,15-05-2019,Red Lion Inn & Suites Long Island City,$112,3.8/5,"2,025"
12-05-2019,15-05-2019,Howard Johnson by Wyndham Long Island City,$128,3.5/5,"1,221"
12-05-2019,15-05-2019,Z NYC Hotel,$197,4.0/5,"2,201"
12-05-2019,15-05-2019,Feather Factory,$133,4.1/5,426
12-05-2019,15-05-2019,The Marmara Manhattan,$319,4.2/5,806
12-05-2019,15-05-2019,The Franklin Hotel,$260,3.8/5,"1,710"
12-05-2019,15-05-2019,Holiday Inn - Long Island City - Manhattan View,$202,4.2/5,"1,561"
12-05-2019,15-05-2019,Comfort Inn & Suites LaGuardia Airport,$163,3.9/5,746
12-05-2019,15-05-2019,The Local,$58,4.3/5,407
12-05-2019,15-05-2019,Home2 Suites by Hilton NY Long Island City/Manhattan View,$315,4.5/5,818
12-05-2019,15-05-2019,Hilton Garden Inn Long Island City New York,$196,4.4/5,895
12-05-2019,15-05-2019,The Box House Hotel,$220,4.6/5,"1,165"
12-05-2019,15-05-2019,"The Vue Hotel, an Ascend Hotel Collection Member",$179,4.3/5,324
12-05-2019,15-05-2019,Comfort Inn & Suites near Stadium,$152,4.3/5,369
12-05-2019,15-05-2019,Crowne Plaza HY36 Midtown Manhattan,$301,4.5/5,705
12-05-2019,15-05-2019,Courtyard by Marriott New York Manhattan/Upper East Side,$272,4.1/5,"2,318"
12-05-2019,16-05-2019,Park Lane Hotel,$430,4.0/5,"8,461"
12-05-2019,16-05-2019,LaGuardia Plaza Hotel,$194,4.0/5,"2,048"
12-05-2019,16-05-2019,ibis Styles New York LaGuardia Airport,$172,4.3/5,946
12-05-2019,16-05-2019,Aloft New York LaGuardia Airport,$212,3.5/5,"2,095"
12-05-2019,16-05-2019,Hotel De Point,$142,3.9/5,363
12-05-2019,16-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$146,3.7/5,"1,153"
12-05-2019,16-05-2019,Grand Hyatt New York,$407,4.1/5,"10,787"
12-05-2019,16-05-2019,Hampton Inn New York - LaGuardia Airport,$238,4.2/5,"1,258"
12-05-2019,16-05-2019,The Parc Hotel,$131,3.9/5,903
12-05-2019,16-05-2019,New York LaGuardia Airport Marriott,$324,4.1/5,980
12-05-2019,16-05-2019,Marco LaGuardia Hotel,$149,4.1/5,941
12-05-2019,16-05-2019,John Hotel,$147,4.1/5,589
12-05-2019,16-05-2019,Grandview Hotel New York,$113,4.2/5,298
12-05-2019,16-05-2019,Flushing Central Hotel,$133,3.6/5,448
12-05-2019,16-05-2019,Prince Flushing Hotel,$140,3.5/5,362
12-05-2019,16-05-2019,Fairfield Inn by Marriott LaGuardia Airport/Flushing,$192,4.1/5,"1,126"
12-05-2019,16-05-2019,SpringHill Suites by Marriott New York LaGuardia Airport,$279,4.5/5,309
12-05-2019,16-05-2019,The One Boutique Hotel,$175,3.6/5,323
12-05-2019,16-05-2019,Fairfield Inn by Marriott New York LaGuardia Airport/Astoria,$177,4.3/5,698
12-05-2019,16-05-2019,Ramada by Wyndham Flushing Queens,$158,3.6/5,751
12-05-2019,16-05-2019,The Boro Hotel,$207,4.2/5,729
12-05-2019,16-05-2019,Queens Hotel,$149,3.8/5,34
12-05-2019,16-05-2019,Lic Plaza Hotel,$162,4.3/5,8
12-05-2019,16-05-2019,Sheraton LaGuardia East Hotel,$314,4.0/5,480
12-05-2019,16-05-2019,Hotel Nirvana,$160,3.8/5,218
12-05-2019,16-05-2019,Wyndham Garden LaGuardia South,$189,4.2/5,572
12-05-2019,16-05-2019,Giorgio Hotel,$39,3.9/5,372
12-05-2019,16-05-2019,Microtel Inn by Wyndham Long Island City,$164,4.2/5,63
12-05-2019,16-05-2019,Hilton New York JFK Airport,$259,3.8/5,"1,514"
12-05-2019,16-05-2019,The James New York - NoMad,$415,4.2/5,920
12-05-2019,16-05-2019,Howard Johnson by Wyndham Long Island City,$141,3.5/5,"1,221"
12-05-2019,16-05-2019,Opera House Hotel,$173,4.5/5,"2,072"
12-05-2019,16-05-2019,Z NYC Hotel,$216,4.0/5,"2,201"
12-05-2019,16-05-2019,Feather Factory,$145,4.1/5,426
12-05-2019,16-05-2019,The Marmara Manhattan,$351,4.2/5,806
12-05-2019,16-05-2019,Comfort Inn & Suites LaGuardia Airport,$148,3.9/5,746
12-05-2019,16-05-2019,The Franklin Hotel,$263,3.8/5,"1,710"
12-05-2019,16-05-2019,Holiday Inn - Long Island City - Manhattan View,$222,4.2/5,"1,561"
12-05-2019,16-05-2019,The Local,$59,4.3/5,407
12-05-2019,16-05-2019,"The Vue Hotel, an Ascend Hotel Collection Member",$184,4.3/5,324
12-05-2019,16-05-2019,Comfort Inn & Suites near Stadium,$168,4.3/5,369
12-05-2019,16-05-2019,The Box House Hotel,$237,4.6/5,"1,165"
12-05-2019,16-05-2019,Hilton Garden Inn Long Island City New York,$259,4.4/5,895
12-05-2019,16-05-2019,Sleep Inn,$165,3.9/5,890
12-05-2019,16-05-2019,Hyatt Place Long Island City/New York City,$229,4.5/5,262
12-05-2019,16-05-2019,Courtyard by Marriott New York Manhattan/Upper East Side,$309,4.1/5,"2,318"
12-05-2019,16-05-2019,Holiday Inn Express Maspeth,$214,4.0/5,800
12-05-2019,16-05-2019,Wyndham Garden Long Island City,$198,3.9/5,"1,350"
12-05-2019,16-05-2019,Crowne Plaza HY36 Midtown Manhattan,$343,4.5/5,705
12-05-2019,16-05-2019,Four Points by Sheraton Long Island City Queensboro Bridge,$229,4.1/5,"1,146"
12-05-2019,17-05-2019,Park Lane Hotel,$414,4.0/5,"8,461"
12-05-2019,17-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,048"
12-05-2019,17-05-2019,ibis Styles New York LaGuardia Airport,$177,4.3/5,946
12-05-2019,17-05-2019,Aloft New York LaGuardia Airport,$217,3.5/5,"2,095"
12-05-2019,17-05-2019,Hotel De Point,$145,3.9/5,363
12-05-2019,17-05-2019,Hampton Inn New York - LaGuardia Airport,$250,4.2/5,"1,258"
