Check-In Date,Check-Out Date,Hotel Name,Price($),Rating,Number of Reviews
07-05-2019,08-05-2019,Crowne Plaza JFK Airport New York City,$249,3.7/5,"1,176"
07-05-2019,08-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,034"
07-05-2019,08-05-2019,ibis Styles New York LaGuardia Airport,$159,4.3/5,940
07-05-2019,08-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$170,3.7/5,"1,150"
07-05-2019,08-05-2019,Aloft New York LaGuardia Airport,$219,3.5/5,"2,094"
07-05-2019,08-05-2019,Marco LaGuardia Hotel,$139,4.1/5,939
07-05-2019,08-05-2019,Crowne Plaza Times Square Manhattan,$285,4.2/5,"9,383"
07-05-2019,08-05-2019,Hampton Inn New York - LaGuardia Airport,$246,4.2/5,"1,251"
07-05-2019,08-05-2019,Asiatic Hotel by LaGuardia Airport,$137,3.9/5,883
07-05-2019,08-05-2019,John Hotel,$139,4.1/5,584
07-05-2019,08-05-2019,The Parc Hotel,$139,3.9/5,900
07-05-2019,08-05-2019,Hyatt Place Flushing/LaGuardia Airport,$299,4.2/5,800
07-05-2019,08-05-2019,SpringHill Suites by Marriott New York LaGuardia Airport,$239,4.5/5,308
07-05-2019,08-05-2019,Grandview Hotel New York,$130,4.2/5,295
07-05-2019,08-05-2019,Ramada by Wyndham Flushing Queens,$140,3.6/5,746
07-05-2019,08-05-2019,Holiday Inn LaGuardia Airport,$199,3.8/5,"1,047"
07-05-2019,08-05-2019,Prince Flushing Hotel,$125,3.5/5,361
07-05-2019,08-05-2019,Flushing Central Hotel,$125,3.6/5,447
07-05-2019,08-05-2019,The Paper Factory Hotel,$169,4.2/5,"1,525"
07-05-2019,08-05-2019,Wyndham Garden LaGuardia South,$199,4.2/5,569
07-05-2019,08-05-2019,The One Boutique Hotel,$149,3.6/5,320
07-05-2019,08-05-2019,Holiday Inn Express Laguardia Airport,$139,3.9/5,878
07-05-2019,08-05-2019,The Boro Hotel,$209,4.2/5,728
07-05-2019,08-05-2019,Opera House Hotel,$125,4.5/5,"2,070"
07-05-2019,08-05-2019,Hotel Nirvana,$130,3.8/5,212
07-05-2019,08-05-2019,Crowne Plaza HY36 Midtown Manhattan,$419,4.5/5,700
07-05-2019,08-05-2019,The Surrey,$655,4.6/5,960
07-05-2019,08-05-2019,Comfort Inn & Suites LaGuardia Airport,$180,3.9/5,742
07-05-2019,08-05-2019,Lic Plaza Hotel,$159,4.3/5,8
07-05-2019,08-05-2019,The Park Ave North,$94,3.8/5,312
07-05-2019,08-05-2019,Comfort Inn & Suites near Stadium,$134,4.3/5,367
07-05-2019,08-05-2019,Feather Factory,$108,4.1/5,418
07-05-2019,08-05-2019,Z NYC Hotel,$231,4.0/5,"2,199"
07-05-2019,08-05-2019,"The Vue Hotel, an Ascend Hotel Collection Member",$169,4.3/5,322
07-05-2019,08-05-2019,Giorgio Hotel,$39,3.9/5,371
07-05-2019,08-05-2019,Howard Johnson by Wyndham Long Island City,$153,3.5/5,"1,218"
07-05-2019,08-05-2019,Microtel Inn by Wyndham Long Island City,$144,4.2/5,57
07-05-2019,08-05-2019,Voyage Hotel,$140,3.8/5,96
07-05-2019,08-05-2019,Quality Inn,$150,3.9/5,511
07-05-2019,08-05-2019,The Franklin Hotel,$260,3.8/5,"1,708"
07-05-2019,08-05-2019,The Marmara Manhattan,$319,4.2/5,804
07-05-2019,08-05-2019,"Umbrella Hotel, An Ascend Hotel Collection Member",$229,3.5/5,45
07-05-2019,08-05-2019,Ravel Hotel Trademark Collection by Wyndham,$249,3.7/5,"1,695"
07-05-2019,08-05-2019,Loews Regency New York Hotel,$459,4.6/5,"1,295"
07-05-2019,08-05-2019,1 Hotel Central Park,$799,4.6/5,854
07-05-2019,09-05-2019,Crowne Plaza JFK Airport New York City,$249,3.7/5,"1,176"
07-05-2019,09-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,034"
07-05-2019,09-05-2019,ibis Styles New York LaGuardia Airport,$159,4.3/5,940
07-05-2019,09-05-2019,Marco LaGuardia Hotel,$139,4.1/5,939
07-05-2019,09-05-2019,John Hotel,$139,4.1/5,584
07-05-2019,09-05-2019,Asiatic Hotel by LaGuardia Airport,$128,3.9/5,883
07-05-2019,09-05-2019,Crowne Plaza HY36 Midtown Manhattan,$419,4.5/5,700
07-05-2019,09-05-2019,The Parc Hotel,$149,3.9/5,900
07-05-2019,09-05-2019,Aloft New York LaGuardia Airport,$214,3.5/5,"2,094"
07-05-2019,09-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$180,3.7/5,"1,150"
07-05-2019,09-05-2019,Grandview Hotel New York,$117,4.2/5,295
07-05-2019,09-05-2019,Prince Flushing Hotel,$125,3.5/5,361
07-05-2019,09-05-2019,Flushing Central Hotel,$121,3.6/5,447
07-05-2019,09-05-2019,Hampton Inn New York - LaGuardia Airport,$246,4.2/5,"1,251"
07-05-2019,09-05-2019,The Paper Factory Hotel,$182,4.2/5,"1,525"
07-05-2019,09-05-2019,The One Boutique Hotel,$149,3.6/5,320
07-05-2019,09-05-2019,SpringHill Suites by Marriott New York LaGuardia Airport,$239,4.5/5,308
07-05-2019,09-05-2019,Hyatt Place Flushing/LaGuardia Airport,$364,4.2/5,800
07-05-2019,09-05-2019,The Boro Hotel,$199,4.2/5,728
07-05-2019,09-05-2019,Ramada by Wyndham Flushing Queens,$140,3.6/5,746
07-05-2019,09-05-2019,Lic Plaza Hotel,$159,4.3/5,8
07-05-2019,09-05-2019,Hotel Nirvana,$145,3.8/5,212
07-05-2019,09-05-2019,Holiday Inn LaGuardia Airport,$199,3.8/5,"1,047"
07-05-2019,09-05-2019,Z NYC Hotel,$242,4.0/5,"2,199"
07-05-2019,09-05-2019,Feather Factory,$122,4.1/5,418
07-05-2019,09-05-2019,Microtel Inn by Wyndham Long Island City,$154,4.2/5,57
07-05-2019,09-05-2019,Crowne Plaza Times Square Manhattan,$285,4.2/5,"9,383"
07-05-2019,09-05-2019,Crowne Plaza Englewood,$154,4.0/5,"1,334"
07-05-2019,09-05-2019,Wyndham Garden LaGuardia South,$199,4.2/5,569
07-05-2019,09-05-2019,Giorgio Hotel,$39,3.9/5,371
07-05-2019,09-05-2019,The Marmara Manhattan,$319,4.2/5,804
07-05-2019,09-05-2019,The Franklin Hotel,$260,3.8/5,"1,708"
07-05-2019,09-05-2019,Holiday Inn Express Laguardia Airport,$144,3.9/5,878
07-05-2019,09-05-2019,Howard Johnson by Wyndham Long Island City,$157,3.5/5,"1,218"
07-05-2019,09-05-2019,Excelsior Hotel,$247,4.2/5,"2,819"
07-05-2019,09-05-2019,The Local,$64,4.3/5,404
07-05-2019,09-05-2019,The Mark,$745,4.8/5,510
07-05-2019,09-05-2019,The Box House Hotel,$389,4.6/5,"1,158"
07-05-2019,09-05-2019,Wyndham Garden Long Island City,$175,3.9/5,"1,349"
07-05-2019,09-05-2019,Westgate New York Grand Central,$342,3.9/5,529
07-05-2019,09-05-2019,"The Roosevelt Hotel, New York City",$232,3.6/5,"26,327"
07-05-2019,09-05-2019,"The Vue Hotel, an Ascend Hotel Collection Member",$169,4.3/5,322
07-05-2019,09-05-2019,The Surrey,$663,4.6/5,960
07-05-2019,10-05-2019,Crowne Plaza JFK Airport New York City,$246,3.7/5,"1,176"
07-05-2019,10-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,034"
07-05-2019,10-05-2019,ibis Styles New York LaGuardia Airport,$159,4.3/5,940
07-05-2019,10-05-2019,Marco LaGuardia Hotel,$139,4.1/5,939
07-05-2019,10-05-2019,The Parc Hotel,$132,3.9/5,900
07-05-2019,10-05-2019,Asiatic Hotel by LaGuardia Airport,$131,3.9/5,883
07-05-2019,10-05-2019,Crowne Plaza Times Square Manhattan,$252,4.2/5,"9,383"
07-05-2019,10-05-2019,John Hotel,$139,4.1/5,584
07-05-2019,10-05-2019,Grandview Hotel New York,$114,4.2/5,295
07-05-2019,10-05-2019,Aloft New York LaGuardia Airport,$212,3.5/5,"2,094"
07-05-2019,10-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$180,3.7/5,"1,150"
07-05-2019,10-05-2019,Flushing Central Hotel,$119,3.6/5,447
07-05-2019,10-05-2019,Prince Flushing Hotel,$125,3.5/5,361
07-05-2019,10-05-2019,Hampton Inn New York - LaGuardia Airport,$215,4.2/5,"1,251"
07-05-2019,10-05-2019,The Paper Factory Hotel,$163,4.2/5,"1,525"
07-05-2019,10-05-2019,The One Boutique Hotel,$134,3.6/5,320
07-05-2019,10-05-2019,Hyatt Place Flushing/LaGuardia Airport,$299,4.2/5,800
07-05-2019,10-05-2019,The Boro Hotel,$189,4.2/5,728
07-05-2019,10-05-2019,Ramada by Wyndham Flushing Queens,$140,3.6/5,746
07-05-2019,10-05-2019,Lic Plaza Hotel,$159,4.3/5,8
07-05-2019,10-05-2019,Hotel Nirvana,$143,3.8/5,212
07-05-2019,10-05-2019,SpringHill Suites by Marriott New York LaGuardia Airport,$239,4.5/5,308
07-05-2019,10-05-2019,Z NYC Hotel,$238,4.0/5,"2,199"
07-05-2019,10-05-2019,Holiday Inn LaGuardia Airport,$199,3.8/5,"1,047"
07-05-2019,10-05-2019,Feather Factory,$133,4.1/5,418
07-05-2019,10-05-2019,Giorgio Hotel,$39,3.9/5,371
07-05-2019,10-05-2019,Crowne Plaza HY36 Midtown Manhattan,$362,4.5/5,700
07-05-2019,10-05-2019,Crowne Plaza Englewood,$149,4.0/5,"1,334"
07-05-2019,10-05-2019,Microtel Inn by Wyndham Long Island City,$154,4.2/5,57
07-05-2019,10-05-2019,Wyndham Garden LaGuardia South,$199,4.2/5,569
07-05-2019,10-05-2019,The Marmara Manhattan,$351,4.2/5,804
07-05-2019,10-05-2019,Howard Johnson by Wyndham Long Island City,$158,3.5/5,"1,218"
07-05-2019,10-05-2019,Holiday Inn Express Laguardia Airport,$146,3.9/5,878
07-05-2019,10-05-2019,The Box House Hotel,$237,4.6/5,"1,158"
07-05-2019,10-05-2019,Excelsior Hotel,$247,4.2/5,"2,819"
07-05-2019,10-05-2019,The Local,$64,4.3/5,404
07-05-2019,10-05-2019,The Franklin Hotel,$305,3.8/5,"1,708"
07-05-2019,10-05-2019,"The Roosevelt Hotel, New York City",$235,3.6/5,"26,327"
07-05-2019,10-05-2019,The Mark,$745,4.8/5,510
07-05-2019,10-05-2019,Salisbury Hotel,$203,4.0/5,"18,896"
07-05-2019,10-05-2019,Wyndham Garden Long Island City,$175,3.9/5,"1,349"
07-05-2019,10-05-2019,The Surrey,$658,4.6/5,960
07-05-2019,10-05-2019,EVEN Hotel Brooklyn,$284,4.5/5,"1,034"
07-05-2019,11-05-2019,Crowne Plaza JFK Airport New York City,$239,3.7/5,"1,176"
07-05-2019,11-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,034"
07-05-2019,11-05-2019,ibis Styles New York LaGuardia Airport,$164,4.3/5,940
07-05-2019,11-05-2019,Aloft New York LaGuardia Airport,$209,3.5/5,"2,094"
07-05-2019,11-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$183,3.7/5,"1,150"
07-05-2019,11-05-2019,Hampton Inn New York - LaGuardia Airport,$215,4.2/5,"1,251"
07-05-2019,11-05-2019,Crowne Plaza Times Square Manhattan,$235,4.2/5,"9,383"
07-05-2019,11-05-2019,Marco LaGuardia Hotel,$144,4.1/5,939
07-05-2019,11-05-2019,The Parc Hotel,$144,3.9/5,900
07-05-2019,11-05-2019,John Hotel,$147,4.1/5,584
07-05-2019,11-05-2019,Grandview Hotel New York,$117,4.2/5,295
07-05-2019,11-05-2019,Hyatt Place Flushing/LaGuardia Airport,$299,4.2/5,800
07-05-2019,11-05-2019,The Paper Factory Hotel,$165,4.2/5,"1,525"
07-05-2019,11-05-2019,SpringHill Suites by Marriott New York LaGuardia Airport,$234,4.5/5,308
07-05-2019,11-05-2019,Ramada by Wyndham Flushing Queens,$150,3.6/5,746
07-05-2019,11-05-2019,Flushing Central Hotel,$125,3.6/5,447
07-05-2019,11-05-2019,Holiday Inn LaGuardia Airport,$203,3.8/5,"1,047"
07-05-2019,11-05-2019,Fairfield Inn by Marriott LaGuardia Airport/Flushing,$212,4.1/5,"1,126"
07-05-2019,11-05-2019,Prince Flushing Hotel,$130,3.5/5,361
07-05-2019,11-05-2019,The One Boutique Hotel,$145,3.6/5,320
07-05-2019,11-05-2019,Holiday Inn Express Laguardia Airport,$152,3.9/5,878
07-05-2019,11-05-2019,Wyndham Garden LaGuardia South,$199,4.2/5,569
07-05-2019,11-05-2019,The Boro Hotel,$187,4.2/5,728
07-05-2019,11-05-2019,Lic Plaza Hotel,$162,4.3/5,8
07-05-2019,11-05-2019,Hotel Nirvana,$142,3.8/5,212
07-05-2019,11-05-2019,Howard Johnson by Wyndham Long Island City,$159,3.5/5,"1,218"
07-05-2019,11-05-2019,The Surrey,$523,4.6/5,960
07-05-2019,11-05-2019,Crowne Plaza HY36 Midtown Manhattan,$277,4.5/5,700
07-05-2019,11-05-2019,Giorgio Hotel,$39,3.9/5,371
07-05-2019,11-05-2019,Feather Factory,$142,4.1/5,418
07-05-2019,11-05-2019,Microtel Inn by Wyndham Long Island City,$167,4.2/5,57
07-05-2019,11-05-2019,Z NYC Hotel,$234,4.0/5,"2,199"
07-05-2019,11-05-2019,"The Vue Hotel, an Ascend Hotel Collection Member",$169,4.3/5,322
07-05-2019,11-05-2019,Voyage Hotel,$143,3.8/5,96
07-05-2019,11-05-2019,Comfort Inn & Suites near Stadium,$179,4.3/5,367
07-05-2019,11-05-2019,Holiday Inn Express Maspeth,$192,4.0/5,797
07-05-2019,11-05-2019,The Marmara Manhattan,$351,4.2/5,804
07-05-2019,11-05-2019,The Box House Hotel,$237,4.6/5,"1,158"
07-05-2019,11-05-2019,Wyndham Garden Long Island City,$175,3.9/5,"1,349"
07-05-2019,11-05-2019,The Local,$64,4.3/5,404
07-05-2019,11-05-2019,Courtyard Long Island City/New York Manhattan View,$259,4.4/5,371
07-05-2019,11-05-2019,Ravel Hotel Trademark Collection by Wyndham,$244,3.7/5,"1,695"
07-05-2019,11-05-2019,Fairfield Inn & Suites New York Queens/Queensboro Bridge,$247,4.2/5,"1,246"
07-05-2019,11-05-2019,"The Roosevelt Hotel, New York City",$221,3.6/5,"26,327"
07-05-2019,11-05-2019,Crowne Plaza Englewood,$144,4.0/5,"1,334"
07-05-2019,11-05-2019,EVEN Hotel Brooklyn,$280,4.5/5,"1,034"
07-05-2019,12-05-2019,Crowne Plaza JFK Airport New York City,$239,3.7/5,"1,176"
07-05-2019,12-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,034"
07-05-2019,12-05-2019,ibis Styles New York LaGuardia Airport,$167,4.3/5,940
07-05-2019,12-05-2019,Marco LaGuardia Hotel,$149,4.1/5,939
07-05-2019,12-05-2019,The Parc Hotel,$152,3.9/5,900
07-05-2019,12-05-2019,John Hotel,$151,4.1/5,584
07-05-2019,12-05-2019,Crowne Plaza Times Square Manhattan,$239,4.2/5,"9,383"
07-05-2019,12-05-2019,Grandview Hotel New York,$122,4.2/5,295
07-05-2019,12-05-2019,Aloft New York LaGuardia Airport,$207,3.5/5,"2,094"
07-05-2019,12-05-2019,Flushing Central Hotel,$129,3.6/5,447
07-05-2019,12-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$184,3.7/5,"1,150"
07-05-2019,12-05-2019,Prince Flushing Hotel,$133,3.5/5,361
07-05-2019,12-05-2019,Hampton Inn New York - LaGuardia Airport,$205,4.2/5,"1,251"
07-05-2019,12-05-2019,The Paper Factory Hotel,$176,4.2/5,"1,525"
07-05-2019,12-05-2019,The One Boutique Hotel,$144,3.6/5,320
07-05-2019,12-05-2019,Lic Plaza Hotel,$163,4.3/5,8
07-05-2019,12-05-2019,Hyatt Place Flushing/LaGuardia Airport,$299,4.2/5,800
07-05-2019,12-05-2019,Hotel Nirvana,$142,3.8/5,212
07-05-2019,12-05-2019,Ramada by Wyndham Flushing Queens,$156,3.6/5,746
07-05-2019,12-05-2019,The Boro Hotel,$185,4.2/5,728
07-05-2019,12-05-2019,SpringHill Suites by Marriott New York LaGuardia Airport,$231,4.5/5,308
07-05-2019,12-05-2019,Giorgio Hotel,$39,3.9/5,371
07-05-2019,12-05-2019,Fairfield Inn by Marriott LaGuardia Airport/Flushing,$205,4.1/5,"1,126"
07-05-2019,12-05-2019,Holiday Inn LaGuardia Airport,$205,3.8/5,"1,047"
07-05-2019,12-05-2019,Z NYC Hotel,$232,4.0/5,"2,199"
07-05-2019,12-05-2019,Feather Factory,$147,4.1/5,418
07-05-2019,12-05-2019,Crowne Plaza HY36 Midtown Manhattan,$265,4.5/5,700
07-05-2019,12-05-2019,Crowne Plaza Englewood,$142,4.0/5,"1,334"
07-05-2019,12-05-2019,Microtel Inn by Wyndham Long Island City,$174,4.2/5,57
07-05-2019,12-05-2019,Howard Johnson by Wyndham Long Island City,$161,3.5/5,"1,218"
07-05-2019,12-05-2019,Holiday Inn Express Laguardia Airport,$155,3.9/5,878
07-05-2019,12-05-2019,Wyndham Garden LaGuardia South,$199,4.2/5,569
07-05-2019,12-05-2019,The Local,$64,4.3/5,404
07-05-2019,12-05-2019,The Marmara Manhattan,$351,4.2/5,804
07-05-2019,12-05-2019,The Box House Hotel,$237,4.6/5,"1,158"
07-05-2019,12-05-2019,"The Roosevelt Hotel, New York City",$211,3.6/5,"26,327"
07-05-2019,12-05-2019,Salisbury Hotel,$180,4.0/5,"18,896"
07-05-2019,12-05-2019,Wyndham Garden Long Island City,$175,3.9/5,"1,349"
07-05-2019,12-05-2019,Westgate New York Grand Central,$314,3.9/5,529
07-05-2019,12-05-2019,"The Vue Hotel, an Ascend Hotel Collection Member",$169,4.3/5,322
07-05-2019,12-05-2019,The Mark,$725,4.8/5,510
07-05-2019,12-05-2019,EVEN Hotel Brooklyn,$284,4.5/5,"1,034"
08-05-2019,09-05-2019,Merrion Row Hotel and Public House,$480,4.6/5,87
08-05-2019,09-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,036"
08-05-2019,09-05-2019,ibis Styles New York LaGuardia Airport,$159,4.3/5,942
08-05-2019,09-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$150,3.7/5,"1,150"
08-05-2019,09-05-2019,Aloft New York LaGuardia Airport,$189,3.5/5,"2,094"
08-05-2019,09-05-2019,Hotel De Point,$129,3.9/5,357
08-05-2019,09-05-2019,Hilton Garden Inn Roslyn,$359,4.6/5,239
08-05-2019,09-05-2019,Marco LaGuardia Hotel,$139,4.1/5,939
08-05-2019,09-05-2019,Hampton Inn New York - LaGuardia Airport,$236,4.2/5,"1,251"
08-05-2019,09-05-2019,Asiatic Hotel by LaGuardia Airport,$120,3.9/5,885
08-05-2019,09-05-2019,John Hotel,$139,4.1/5,587
08-05-2019,09-05-2019,Hyatt Place Flushing/LaGuardia Airport,$229,4.2/5,800
08-05-2019,09-05-2019,The Parc Hotel,$139,3.9/5,900
08-05-2019,09-05-2019,SpringHill Suites by Marriott New York LaGuardia Airport,$239,4.5/5,308
08-05-2019,09-05-2019,Grandview Hotel New York,$125,4.1/5,296
08-05-2019,09-05-2019,Holiday Inn LaGuardia Airport,$177,3.8/5,"1,047"
08-05-2019,09-05-2019,Ramada by Wyndham Flushing Queens,$126,3.6/5,749
08-05-2019,09-05-2019,Fairfield Inn by Marriott LaGuardia Airport/Flushing,$209,4.1/5,"1,126"
08-05-2019,09-05-2019,Fairfield Inn by Marriott New York LaGuardia Airport/Astoria,$189,4.3/5,696
08-05-2019,09-05-2019,Flushing Central Hotel,$116,3.6/5,447
08-05-2019,09-05-2019,Prince Flushing Hotel,$125,3.5/5,361
08-05-2019,09-05-2019,The Paper Factory Hotel,$209,4.2/5,"1,525"
08-05-2019,09-05-2019,The Boro Hotel,$189,4.2/5,728
08-05-2019,09-05-2019,Wyndham Garden LaGuardia South,$199,4.2/5,569
08-05-2019,09-05-2019,The One Boutique Hotel,$149,3.6/5,320
08-05-2019,09-05-2019,Holiday Inn Express Laguardia Airport,$149,3.9/5,878
08-05-2019,09-05-2019,EVEN Hotel Brooklyn,$279,4.5/5,"1,034"
08-05-2019,09-05-2019,Kimpton Hotel Eventi,$449,4.5/5,"2,216"
08-05-2019,09-05-2019,Sheraton LaGuardia East Hotel,$369,4.0/5,480
08-05-2019,09-05-2019,Hotel Nirvana,$160,3.8/5,213
08-05-2019,09-05-2019,Lic Plaza Hotel,$159,4.3/5,8
08-05-2019,09-05-2019,Red Lion Inn & Suites Long Island City,$132,3.8/5,"2,023"
08-05-2019,09-05-2019,Comfort Inn & Suites near Stadium,$169,4.3/5,367
08-05-2019,09-05-2019,"The Vue Hotel, an Ascend Hotel Collection Member",$169,4.3/5,322
08-05-2019,09-05-2019,Z NYC Hotel,$239,4.0/5,"2,200"
08-05-2019,09-05-2019,Giorgio Hotel,$39,3.9/5,371
08-05-2019,09-05-2019,Howard Johnson by Wyndham Long Island City,$153,3.5/5,"1,219"
08-05-2019,09-05-2019,Voyage Hotel,$130,3.8/5,96
08-05-2019,09-05-2019,Best Western Plus Plaza Hotel,$160,4.0/5,"2,873"
08-05-2019,09-05-2019,Feather Factory,$163,4.1/5,418
08-05-2019,09-05-2019,Holiday Inn Express Maspeth,$180,4.0/5,797
08-05-2019,09-05-2019,Holiday Inn - Long Island City - Manhattan View,$249,4.2/5,"1,560"
08-05-2019,09-05-2019,The Franklin Hotel,$260,3.8/5,"1,708"
08-05-2019,09-05-2019,The Marmara Manhattan,$319,4.2/5,804
08-05-2019,09-05-2019,EVEN Hotel Times Square South,$449,4.7/5,"1,312"
08-05-2019,09-05-2019,Ravel Hotel Trademark Collection by Wyndham,$249,3.7/5,"1,695"
08-05-2019,10-05-2019,Merrion Row Hotel and Public House,$420,4.6/5,87
08-05-2019,10-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,036"
08-05-2019,10-05-2019,ibis Styles New York LaGuardia Airport,$159,4.3/5,942
08-05-2019,10-05-2019,Hotel De Point,$129,3.9/5,357
08-05-2019,10-05-2019,Marco LaGuardia Hotel,$139,4.1/5,939
08-05-2019,10-05-2019,Asiatic Hotel by LaGuardia Airport,$128,3.9/5,885
08-05-2019,10-05-2019,Hilton Garden Inn Roslyn,$256,4.6/5,239
08-05-2019,10-05-2019,John Hotel,$134,4.1/5,587
08-05-2019,10-05-2019,The Parc Hotel,$129,3.9/5,900
08-05-2019,10-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$150,3.7/5,"1,150"
08-05-2019,10-05-2019,Grandview Hotel New York,$112,4.1/5,296
08-05-2019,10-05-2019,Aloft New York LaGuardia Airport,$194,3.5/5,"2,094"
08-05-2019,10-05-2019,Flushing Central Hotel,$116,3.6/5,447
08-05-2019,10-05-2019,Prince Flushing Hotel,$125,3.5/5,361
08-05-2019,10-05-2019,Hampton Inn New York - LaGuardia Airport,$205,4.2/5,"1,251"
08-05-2019,10-05-2019,Hyatt Place Flushing/LaGuardia Airport,$249,4.2/5,800
08-05-2019,10-05-2019,The One Boutique Hotel,$149,3.6/5,320
08-05-2019,10-05-2019,The Boro Hotel,$179,4.2/5,728
08-05-2019,10-05-2019,The Paper Factory Hotel,$161,4.2/5,"1,525"
08-05-2019,10-05-2019,Ramada by Wyndham Flushing Queens,$126,3.6/5,749
08-05-2019,10-05-2019,Lic Plaza Hotel,$154,4.3/5,8
08-05-2019,10-05-2019,SpringHill Suites by Marriott New York LaGuardia Airport,$239,4.5/5,308
08-05-2019,10-05-2019,Z NYC Hotel,$215,4.0/5,"2,200"
08-05-2019,10-05-2019,Hotel Nirvana,$150,3.8/5,213
08-05-2019,10-05-2019,Fairfield Inn by Marriott LaGuardia Airport/Flushing,$204,4.1/5,"1,126"
08-05-2019,10-05-2019,Holiday Inn LaGuardia Airport,$182,3.8/5,"1,047"
08-05-2019,10-05-2019,EVEN Hotel Brooklyn,$259,4.5/5,"1,034"
08-05-2019,10-05-2019,Kimpton Hotel Eventi,$379,4.5/5,"2,216"
08-05-2019,10-05-2019,Fairfield Inn by Marriott New York LaGuardia Airport/Astoria,$209,4.3/5,696
08-05-2019,10-05-2019,Red Lion Inn & Suites Long Island City,$122,3.8/5,"2,023"
08-05-2019,10-05-2019,Giorgio Hotel,$39,3.9/5,371
08-05-2019,10-05-2019,Best Western Plus Plaza Hotel,$160,4.0/5,"2,873"
08-05-2019,10-05-2019,Feather Factory,$163,4.1/5,418
08-05-2019,10-05-2019,Wyndham Garden LaGuardia South,$199,4.2/5,569
08-05-2019,10-05-2019,The Franklin Hotel,$260,3.8/5,"1,708"
08-05-2019,10-05-2019,The Marmara Manhattan,$351,4.2/5,804
08-05-2019,10-05-2019,Holiday Inn Express Laguardia Airport,$149,3.9/5,878
08-05-2019,10-05-2019,Howard Johnson by Wyndham Long Island City,$153,3.5/5,"1,219"
08-05-2019,10-05-2019,The Box House Hotel,$299,4.6/5,"1,164"
08-05-2019,10-05-2019,Hotel Plaza Athenee,$547,4.5/5,"1,075"
08-05-2019,10-05-2019,The Local,$64,4.3/5,405
08-05-2019,10-05-2019,The Mark,$745,4.8/5,510
08-05-2019,10-05-2019,Excelsior Hotel,$247,4.2/5,"2,819"
08-05-2019,10-05-2019,Westgate New York Grand Central,$314,3.9/5,532
08-05-2019,10-05-2019,EVEN Hotel Times Square South,$389,4.7/5,"1,312"
08-05-2019,11-05-2019,EVEN Hotel Brooklyn,$256,4.5/5,"1,034"
08-05-2019,11-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,036"
08-05-2019,11-05-2019,ibis Styles New York LaGuardia Airport,$166,4.3/5,942
08-05-2019,11-05-2019,Aloft New York LaGuardia Airport,$196,3.5/5,"2,094"
08-05-2019,11-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$157,3.7/5,"1,150"
08-05-2019,11-05-2019,Hotel De Point,$139,3.9/5,357
08-05-2019,11-05-2019,EVEN Hotel Times Square South,$349,4.7/5,"1,312"
08-05-2019,11-05-2019,The Parc Hotel,$124,3.9/5,900
08-05-2019,11-05-2019,Hampton Inn New York - LaGuardia Airport,$205,4.2/5,"1,251"
08-05-2019,11-05-2019,Marco LaGuardia Hotel,$146,4.1/5,939
08-05-2019,11-05-2019,John Hotel,$146,4.1/5,587
08-05-2019,11-05-2019,Hyatt Place Flushing/LaGuardia Airport,$249,4.2/5,800
08-05-2019,11-05-2019,Grandview Hotel New York,$120,4.1/5,296
08-05-2019,11-05-2019,The Paper Factory Hotel,$163,4.2/5,"1,525"
08-05-2019,11-05-2019,Ramada by Wyndham Flushing Queens,$139,3.6/5,749
08-05-2019,11-05-2019,Holiday Inn LaGuardia Airport,$184,3.8/5,"1,047"
08-05-2019,11-05-2019,SpringHill Suites by Marriott New York LaGuardia Airport,$232,4.5/5,308
08-05-2019,11-05-2019,Flushing Central Hotel,$125,3.6/5,447
08-05-2019,11-05-2019,Fairfield Inn by Marriott LaGuardia Airport/Flushing,$202,4.1/5,"1,126"
08-05-2019,11-05-2019,Prince Flushing Hotel,$132,3.5/5,361
08-05-2019,11-05-2019,Fairfield Inn by Marriott New York LaGuardia Airport/Astoria,$216,4.3/5,696
08-05-2019,11-05-2019,The Boro Hotel,$189,4.2/5,728
08-05-2019,11-05-2019,Holiday Inn Express Laguardia Airport,$156,3.9/5,878
08-05-2019,11-05-2019,The One Boutique Hotel,$149,3.6/5,320
08-05-2019,11-05-2019,Wyndham Garden LaGuardia South,$206,4.2/5,569
08-05-2019,11-05-2019,Red Lion Inn & Suites Long Island City,$123,3.8/5,"2,023"
08-05-2019,11-05-2019,Lic Plaza Hotel,$159,4.3/5,8
08-05-2019,11-05-2019,EVEN Hotel New York- Midtown East,$279,4.5/5,"1,009"
