Check-In Date,Check-Out Date,Hotel Name,Price($),Rating,Number of Reviews
07-05-2019,08-05-2019,Hotel Pennsylvania,200,5.6/10,"40,753"
07-05-2019,08-05-2019,The Mansfield Hotel,215,7.6/10,765
07-05-2019,08-05-2019,Days Hotel by Wyndham on Broadway NYC,194,6.6/10,"4,984"
07-05-2019,08-05-2019,Holiday Inn Manhattan Financial District,499,8.2/10,"2,441"
07-05-2019,08-05-2019,Millennium Hilton New York One UN Plaza,459,8.4/10,"3,957"
07-05-2019,08-05-2019,Hyatt Place New York/Midtown-South,359,8.6/10,"3,639"
07-05-2019,08-05-2019,DoubleTree by Hilton - Chelsea,360,7.8/10,"1,269"
07-05-2019,08-05-2019,"Distrikt Hotel New York City, Tapestry Collection by Hilton",379,8.2/10,"1,482"
07-05-2019,08-05-2019,Best Western Bowery Hanbee Hotel,324,8.2/10,"1,098"
07-05-2019,08-05-2019,La Quinta by Wyndham New York City Central Park,169,7.6/10,"3,414"
07-05-2019,08-05-2019,Leon Hotel,799,8.3/10,"1,495"
07-05-2019,08-05-2019,The Roosevelt Hotel,245,7.1/10,"1,313"
07-05-2019,08-05-2019,Econo Lodge Times Square,349,7.3/10,673
07-05-2019,08-05-2019,Hampton Inn Manhattan/Downtown- Financial District,459,8.3/10,776
07-05-2019,08-05-2019,The GEM Hotel - Chelsea,319,7.7/10,"1,728"
07-05-2019,08-05-2019,Pod Times Square,249,8.6/10,"11,258"
07-05-2019,08-05-2019,The Maxwell New York City,459,7.9/10,"1,189"
07-05-2019,08-05-2019,DoubleTree by Hilton Metropolitan New York City,389,7.7/10,"3,488"
07-05-2019,08-05-2019,"Nyma, The New York Manhattan Hotel",299,7.5/10,"2,435"
07-05-2019,08-05-2019,"Hudson New York, Central Park",299,7.1/10,"11,711"
07-05-2019,08-05-2019,Hotel Mela Times Square,279,7.9/10,"1,226"
07-05-2019,08-05-2019,"Night Hotel Theater District, Times Square",439,7.9/10,582
07-05-2019,08-05-2019,Moxy NYC Downtown,689,8.8/10,377
07-05-2019,08-05-2019,Redford Hotel,269,6.7/10,341
07-05-2019,08-05-2019,Comfort Inn Times Square West,309,8.1/10,641
07-05-2019,08-05-2019,Hotel St. James,289,8.1/10,870
07-05-2019,08-05-2019,The Hotel @ New York City,369,7.7/10,"3,897"
07-05-2019,08-05-2019,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,521,8.8/10,"1,543"
07-05-2019,08-05-2019,Hampton Inn Madison Square Garden,299,8.7/10,"1,220"
07-05-2019,08-05-2019,CITY ROOMS NYC - Soho,214,8.1/10,"1,123"
07-05-2019,08-05-2019,Chelsea Cabins,70,7.4/10,"3,149"
07-05-2019,08-05-2019,Carlton Arms Hotel,137,7.3/10,"1,215"
07-05-2019,08-05-2019,Windsor Hotel,153,6.2/10,901
07-05-2019,08-05-2019,DoubleTree by Hilton New York Times Square South,329,7.4/10,"1,299"
07-05-2019,08-05-2019,Flatiron Hotel,359,7.1/10,567
07-05-2019,08-05-2019,DoubleTree by Hilton NYC - Financial District,529,7.9/10,"3,116"
07-05-2019,08-05-2019,Holiday Inn Manhattan 6th Ave - Chelsea,299,7.5/10,"1,616"
07-05-2019,08-05-2019,Park Central,281,7.9/10,"4,673"
07-05-2019,08-05-2019,Paramount Hotel Times Square,197,6.8/10,"4,622"
07-05-2019,08-05-2019,Row NYC at Times Square,219,7.2/10,"11,242"
07-05-2019,08-05-2019,Hotel Belleclaire,271,7.9/10,"3,238"
07-05-2019,08-05-2019,The Redbury New York,289,8.1/10,"3,026"
07-05-2019,08-05-2019,Freehand New York,309,8.8/10,"1,156"
07-05-2019,08-05-2019,The Watson Hotel,224,7.8/10,"12,344"
07-05-2019,08-05-2019,Fairfield Inn by Marriott New York Manhattan/Financial District,509,8.3/10,"2,891"
07-05-2019,08-05-2019,Hilton Garden Inn Central Park South,509,8.3/10,"3,697"
07-05-2019,08-05-2019,Millennium Premier New York Times Square,345,8.2/10,728
07-05-2019,08-05-2019,Dream Midtown,349,8.1/10,"1,902"
07-05-2019,08-05-2019,The Westin New York Grand Central,619,8.0/10,"1,079"
07-05-2019,08-05-2019,Bentley Hotel,339,7.9/10,"1,868"
07-05-2019,08-05-2019,Hilton Garden Inn Times Square,287,8.3/10,"1,932"
07-05-2019,08-05-2019,Hotel Boutique at Grand Central,379,8.7/10,"2,061"
07-05-2019,08-05-2019,Hilton Garden Inn New York Times Square South,390,8.7/10,"1,968"
07-05-2019,08-05-2019,Novotel New York Times Square,389,8.4/10,"3,029"
07-05-2019,08-05-2019,Courtyard by Marriott Times Square West,379,8.7/10,"2,003"
07-05-2019,08-05-2019,"Club Quarters Hotel, Grand Central",379,8.8/10,"1,331"
07-05-2019,08-05-2019,Hotel Wales,310,8.1/10,950
07-05-2019,08-05-2019,The Allen Hotel,270,8.5/10,976
07-05-2019,08-05-2019,Sofitel New York,469,8.6/10,"1,235"
07-05-2019,08-05-2019,Heritage Hotel New York City,211,7.2/10,"3,068"
07-05-2019,08-05-2019,Leon Hotel,799,8.3/10,"1,494"
07-05-2019,08-05-2019,Hampton Inn Manhattan - Times Square South,306,8.4/10,"1,451"
07-05-2019,08-05-2019,Staybridge Suites - Times Square - New York City,309,8.1/10,"3,227"
07-05-2019,08-05-2019,Orchard Street Hotel,309,8.2/10,"1,180"
07-05-2019,08-05-2019,The Dominick Hotel,425,8.6/10,"1,260"
07-05-2019,08-05-2019,The Manhattan Club,247,8.5/10,"1,005"
07-05-2019,08-05-2019,Millennium Hilton New York One UN Plaza,459,8.4/10,"3,959"
07-05-2019,08-05-2019,U Hotel Fifth Avenue,279,8.3/10,"1,539"
07-05-2019,08-05-2019,Four Points by Sheraton New York Downtown,519,8.0/10,"3,383"
07-05-2019,08-05-2019,"Night Hotel Theater District, Times Square",439,7.9/10,586
07-05-2019,08-05-2019,citizenM New York Bowery,354,9.3/10,953
07-05-2019,08-05-2019,Hotel Belleclaire,271,7.9/10,"3,235"
07-05-2019,08-05-2019,"Distrikt Hotel New York City, Tapestry Collection by Hilton",379,8.2/10,"1,484"
07-05-2019,08-05-2019,The Quin Central Park by Hilton Club,589,8.8/10,"1,511"
07-05-2019,08-05-2019,Moxy NYC Downtown,689,8.8/10,380
07-05-2019,08-05-2019,Aliz Hotel Times Square,361,8.5/10,"1,333"
07-05-2019,08-05-2019,AKA Central Park,631,8.5/10,712
07-05-2019,08-05-2019,Cachet Boutique Hotel NYC,319,7.8/10,"1,060"
07-05-2019,08-05-2019,InterContinental New York Times Square,320,8.0/10,"2,976"
07-05-2019,08-05-2019,Dream Downtown,404,7.7/10,"1,526"
07-05-2019,08-05-2019,Arlo NoMad,348,8.7/10,"3,023"
07-05-2019,08-05-2019,La Quinta by Wyndham New York City Central Park,169,7.6/10,"3,418"
07-05-2019,08-05-2019,Hyatt Centric Times Square New York,549,8.6/10,"4,289"
07-05-2019,08-05-2019,"The Lexington Hotel, Autograph Collection",450,8.1/10,"2,212"
07-05-2019,08-05-2019,Hampton Inn Manhattan-Times Square North,300,8.3/10,"1,629"
07-05-2019,08-05-2019,"The Pierre, A Taj Hotel, New York",595,8.9/10,408
07-05-2019,08-05-2019,Lord & Moris - Times Square Hotel,259,7.7/10,755
07-05-2019,08-05-2019,Kimpton Hotel Eventi,429,8.7/10,689
07-05-2019,08-05-2019,The Roxy Hotel Tribeca,501,8.9/10,"1,228"
07-05-2019,08-05-2019,Best Western Bowery Hanbee Hotel,324,8.2/10,"1,103"
07-05-2019,08-05-2019,Empire Hotel,263,7.6/10,"3,715"
07-05-2019,08-05-2019,Hampton Inn Manhattan Chelsea,299,8.5/10,830
07-05-2019,08-05-2019,Hilton Garden Inn New York/Tribeca,392,8.3/10,661
07-05-2019,08-05-2019,Archer Hotel New York,386,8.9/10,"1,369"
07-05-2019,08-05-2019,AKA Times Square,375,8.7/10,774
07-05-2019,08-05-2019,The Time New York,379,8.2/10,"1,983"
07-05-2019,08-05-2019,Westin New York at Times Square,699,8.0/10,"1,268"
07-05-2019,08-05-2019,Four Points by Sheraton Midtown - Times Square,635,8.4/10,"2,966"
07-05-2019,08-05-2019,HGU New York,399,8.5/10,"1,638"
07-05-2019,08-05-2019,The Mansfield Hotel,215,7.6/10,769
07-05-2019,08-05-2019,Hilton Garden Inn Times Square Central,536,8.3/10,"1,218"
07-05-2019,08-05-2019,Trump International New York,497,8.9/10,896
07-05-2019,08-05-2019,Studios Midtown Manhattan,240,8.6/10,380
07-05-2019,08-05-2019,Arlo SoHo,328,8.6/10,"3,703"
07-05-2019,08-05-2019,Executive Hotel Le Soleil New York,389,8.5/10,"2,647"
07-05-2019,08-05-2019,Walker Hotel Greenwich Village,425,8.4/10,802
07-05-2019,08-05-2019,Four Points by Sheraton Manhattan SoHo Village,559,8.1/10,"1,186"
07-05-2019,08-05-2019,TRYP by Wyndham Times Square South,379,8.1/10,"2,716"
07-05-2019,08-05-2019,W New York - Times Square,541,7.9/10,"1,739"
07-05-2019,08-05-2019,"The Bernic Hotel New York City,Tapestry Collection by Hilton",439,8.6/10,"1,655"
07-05-2019,08-05-2019,Room Mate Grace Boutique Hotel,319,8.7/10,"1,943"
07-05-2019,08-05-2019,Crowne Plaza HY36 Midtown Manhattan,419,8.7/10,687
07-05-2019,08-05-2019,Hotel Hayden New York,338,8.2/10,"1,211"
07-05-2019,08-05-2019,The Assemblage John Street,551,9.1/10,277
07-05-2019,08-05-2019,MOXY NYC Times Square,549,8.5/10,"5,746"
07-05-2019,08-05-2019,The Roger,362,8.3/10,"1,074"
07-05-2019,08-05-2019,Hampton Inn Times Square Central,349,8.9/10,"2,236"
07-05-2019,08-05-2019,"The Beekman, a Thompson Hotel",659,9.2/10,"2,532"
07-05-2019,08-05-2019,1 Hotel Central Park,860,8.9/10,"1,276"
07-05-2019,08-05-2019,Hilton Garden Inn Central Park South,509,8.3/10,"3,696"
07-05-2019,08-05-2019,Sheraton New York Times Square Hotel,574,7.6/10,"1,911"
07-05-2019,08-05-2019,Hilton New York Fashion District,341,8.2/10,"1,327"
07-05-2019,08-05-2019,LUMA Hotel - Times Square,360,9.2/10,"3,263"
07-05-2019,08-05-2019,Moxy NYC Chelsea,475,8.7/10,113
07-05-2019,08-05-2019,Hotel Hugo,364,8.1/10,"1,085"
07-05-2019,08-05-2019,Park Terrace Hotel on Bryant Park,495,9.1/10,110
07-05-2019,08-05-2019,Courtyard New York Manhattan/Midtown East,399,8.3/10,676
07-05-2019,08-05-2019,"The Langham, New York, Fifth Avenue",517,9.2/10,"1,106"
07-05-2019,08-05-2019,The Kimpton Muse Hotel,419,8.8/10,715
07-05-2019,08-05-2019,SIXTY SoHo,425,8.7/10,906
07-05-2019,08-05-2019,Embassy Suites By Hilton New York Midtown Manhattan,460,8.3/10,617
07-05-2019,08-05-2019,Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,509,8.3/10,991
07-05-2019,08-05-2019,Dylan Hotel NYC,336,8.0/10,"1,284"
07-05-2019,08-05-2019,Shelburne Hotel & Suites by Affinia,214,8.1/10,597
07-05-2019,08-05-2019,Gramercy Park Hotel,617,8.4/10,324
07-05-2019,08-05-2019,The Gallivant Times Square,269,7.3/10,"5,817"
07-05-2019,08-05-2019,The Mark New York,745,9.0/10,260
07-05-2019,08-05-2019,Times Square EDITION,539,9.3/10,10
07-05-2019,08-05-2019,Q&A Residential Hotel,469,9.1/10,385
07-05-2019,08-05-2019,AKA Wall Street,510,9.3/10,780
07-05-2019,08-05-2019,Tiffini,325,8.7/10,153
07-05-2019,08-05-2019,Loews Regency New York Hotel,459,8.8/10,474
07-05-2019,08-05-2019,Mr C Seaport,400,8.9/10,105
07-05-2019,08-05-2019,11 Howard,569,8.3/10,688
07-05-2019,09-05-2019,The Roosevelt Hotel,464,7.1/10,"1,323"
07-05-2019,09-05-2019,Hotel Pennsylvania,395,5.6/10,"40,753"
07-05-2019,09-05-2019,DoubleTree by Hilton NYC - Financial District,898,7.9/10,"3,117"
07-05-2019,09-05-2019,RIU Plaza New York Times Square,592,8.7/10,"5,294"
07-05-2019,09-05-2019,"Martinique New York on Broadway, Curio Collection by Hilton",688,8.3/10,"7,939"
07-05-2019,09-05-2019,Night Hotel Times Square,565,7.5/10,"2,346"
07-05-2019,09-05-2019,Sheraton New York Times Square Hotel,"1,278",7.6/10,"1,911"
07-05-2019,09-05-2019,Westgate New York Grand Central,685,7.6/10,"1,614"
07-05-2019,09-05-2019,Hyatt Herald Square New York,698,8.3/10,"1,677"
07-05-2019,09-05-2019,DoubleTree by Hilton - Chelsea,778,7.8/10,"1,269"
07-05-2019,09-05-2019,Hyatt Place New York/Midtown-South,718,8.6/10,"3,640"
07-05-2019,09-05-2019,Radio City Apartments,520,8.6/10,"4,430"
07-05-2019,09-05-2019,Days Hotel by Wyndham on Broadway NYC,342,6.6/10,"4,984"
07-05-2019,09-05-2019,Hilton Times Square,678,8.4/10,"1,851"
07-05-2019,09-05-2019,The Hotel @ Fifth Avenue,658,8.0/10,"6,984"
07-05-2019,09-05-2019,"Park South, a Joie de Vivre Hotel",808,8.7/10,914
07-05-2019,09-05-2019,Holiday Inn Express - Times Square,558,7.8/10,"2,189"
07-05-2019,09-05-2019,Cambria Hotel New York - Times Square,678,8.7/10,"3,893"
07-05-2019,09-05-2019,"The Standard, High Line New York","1,080",8.3/10,"3,068"
07-05-2019,09-05-2019,The Watson Hotel,475,7.8/10,"12,351"
07-05-2019,09-05-2019,The Hotel @ New York City,778,7.7/10,"3,898"
07-05-2019,09-05-2019,Millennium Times Square New York,758,7.7/10,"3,603"
07-05-2019,09-05-2019,InterContinental New York Barclay Hotel,"1,058",8.7/10,"2,277"
07-05-2019,09-05-2019,Hampton Inn Madison Square Garden,628,8.7/10,"1,222"
07-05-2019,09-05-2019,Wellington Hotel,507,7.8/10,"6,644"
07-05-2019,09-05-2019,Homewood Suites Midtown Manhattan Times Square South,924,8.9/10,"2,002"
07-05-2019,09-05-2019,Hotel Lucerne,601,8.5/10,"2,152"
07-05-2019,09-05-2019,Grand Hyatt New York,798,7.7/10,"4,781"
07-05-2019,09-05-2019,Hotel Wales,774,8.1/10,950
07-05-2019,09-05-2019,City Club Hotel,"1,598",8.3/10,"1,121"
07-05-2019,09-05-2019,DoubleTree by Hilton Metropolitan New York City,778,7.7/10,"3,492"
07-05-2019,09-05-2019,"Hotel Shocard, New York",598,8.3/10,"1,682"
07-05-2019,09-05-2019,Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,"1,108",8.6/10,944
07-05-2019,09-05-2019,"LIFE Hotel, NoMad",728,8.1/10,"1,702"
07-05-2019,09-05-2019,Hilton Garden Inn New York Manhattan Midtown East,898,8.5/10,964
07-05-2019,09-05-2019,Fairfield Inn by Marriott New York Manhattan/Financial District,978,8.3/10,"2,890"
07-05-2019,09-05-2019,Hilton Garden Inn New York Times Square South,760,8.7/10,"1,968"
07-05-2019,09-05-2019,Crowne Plaza Times Square,570,8.2/10,"7,148"
07-05-2019,09-05-2019,Holiday Inn Express - Times Square South,878,8.3/10,"2,385"
07-05-2019,09-05-2019,The Redbury New York,608,8.1/10,"3,024"
07-05-2019,09-05-2019,"Hudson New York, Central Park",568,7.1/10,"11,727"
07-05-2019,09-05-2019,DoubleTree by Hilton New York Times Square South,558,7.4/10,"1,298"
07-05-2019,09-05-2019,Flatiron Hotel,758,7.1/10,568
07-05-2019,09-05-2019,Ace Hotel New York,788,8.4/10,"1,573"
07-05-2019,09-05-2019,Bentley Hotel,678,7.9/10,"1,868"
07-05-2019,09-05-2019,The Manhattan Club,606,8.5/10,"1,005"
07-05-2019,09-05-2019,Hilton Garden Inn Times Square,574,8.3/10,"1,932"
07-05-2019,09-05-2019,Hotel Boutique at Grand Central,758,8.7/10,"2,061"
07-05-2019,09-05-2019,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,700,8.8/10,"1,543"
07-05-2019,09-05-2019,Novotel New York Times Square,778,8.4/10,"3,029"
07-05-2019,09-05-2019,Hilton New York Fashion District,758,8.2/10,"1,327"
07-05-2019,09-05-2019,Staybridge Suites - Times Square - New York City,628,8.1/10,"3,227"
07-05-2019,09-05-2019,Stewart Hotel,556,7.7/10,"4,007"
07-05-2019,09-05-2019,The Gallivant Times Square,952,7.3/10,"5,817"
07-05-2019,09-05-2019,Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,918,8.3/10,991
07-05-2019,09-05-2019,Four Points by Sheraton New York Downtown,"1,018",8.0/10,"3,383"
07-05-2019,09-05-2019,SoHo Garden Hotel,500,7.8/10,"1,866"
07-05-2019,09-05-2019,Best Western Bowery Hanbee Hotel,661,8.2/10,"1,103"
07-05-2019,09-05-2019,Marrakech Hotel on Broadway,340,6.8/10,"2,963"
07-05-2019,09-05-2019,Holiday Inn Express - Wall Street,968,8.1/10,713
07-05-2019,09-05-2019,Hilton Garden Inn Central Park South,918,8.3/10,"3,696"
07-05-2019,09-05-2019,Embassy Suites By Hilton New York Midtown Manhattan,920,8.3/10,617
07-05-2019,09-05-2019,Hotel 48LEX New York,948,8.4/10,892
07-05-2019,09-05-2019,Broadway Hotel & Hostel,107,7.0/10,"3,342"
07-05-2019,09-05-2019,Millennium Premier New York Times Square,710,8.2/10,728
07-05-2019,09-05-2019,Dream Midtown,770,8.1/10,"1,902"
07-05-2019,09-05-2019,The Westin New York Grand Central,"1,118",8.0/10,"1,078"
07-05-2019,09-05-2019,Leon Hotel,"1,598",8.3/10,"1,494"
07-05-2019,09-05-2019,Hilton Garden Inn Times Square Central,926,8.3/10,"1,218"
07-05-2019,09-05-2019,Hampton Inn Manhattan - Times Square South,611,8.4/10,"1,451"
07-05-2019,09-05-2019,Four Points by Sheraton Midtown - Times Square,"1,200",8.4/10,"2,966"
07-05-2019,09-05-2019,Hampton Inn Manhattan Chelsea,758,8.5/10,830
07-05-2019,09-05-2019,U Hotel Fifth Avenue,538,8.3/10,"1,539"
07-05-2019,09-05-2019,Hampton Inn Manhattan-Times Square North,560,8.3/10,"1,629"
07-05-2019,09-05-2019,Heritage Hotel New York City,465,7.2/10,"3,068"
07-05-2019,09-05-2019,Belnord Hotel,430,8.0/10,"3,878"
07-05-2019,09-05-2019,Hudson River Hotel,448,7.0/10,"1,457"
07-05-2019,09-05-2019,Hotel Stanford NYC,727,8.0/10,"3,554"
07-05-2019,09-05-2019,The Franklin Hotel,492,7.0/10,776
07-05-2019,09-05-2019,Hotel 91,466,7.5/10,"1,601"
07-05-2019,09-05-2019,Four Points by Sheraton Manhattan SoHo Village,"1,112",8.1/10,"1,186"
07-05-2019,09-05-2019,Holiday Inn Wall Street,938,8.1/10,493
07-05-2019,09-05-2019,Courtyard New York Manhattan/Upper East Side,828,8.1/10,803
07-05-2019,09-05-2019,Aliz Hotel Times Square,677,8.5/10,"1,333"
07-05-2019,09-05-2019,Fitzpatrick Grand Central,666,9.0/10,603
07-05-2019,09-05-2019,HI NYC Hostel,105,8.4/10,"11,995"
07-05-2019,09-05-2019,Sister City New York,474,9.0/10,24
07-05-2019,10-05-2019,The Roosevelt Hotel,647,7.1/10,"1,323"
07-05-2019,10-05-2019,Hotel Pennsylvania,455,5.6/10,"40,753"
07-05-2019,10-05-2019,AKA Wall Street,"1,355",9.3/10,780
07-05-2019,10-05-2019,RIU Plaza New York Times Square,825,8.7/10,"5,294"
07-05-2019,10-05-2019,Hilton Garden Inn West 35th Street,"1,557",8.6/10,"2,097"
07-05-2019,10-05-2019,"Martinique New York on Broadway, Curio Collection by Hilton",852,8.3/10,"7,939"
07-05-2019,10-05-2019,Sheraton New York Times Square Hotel,"1,642",7.6/10,"1,911"
07-05-2019,10-05-2019,Cambria Hotel New York - Times Square,"1,057",8.7/10,"3,893"
07-05-2019,10-05-2019,Westgate New York Grand Central,"1,048",7.6/10,"1,614"
07-05-2019,10-05-2019,Hyatt Herald Square New York,897,8.3/10,"1,677"
07-05-2019,10-05-2019,Night Hotel Times Square,720,7.5/10,"2,346"
07-05-2019,10-05-2019,DoubleTree by Hilton - Chelsea,"1,117",7.8/10,"1,269"
07-05-2019,10-05-2019,Radio City Apartments,685,8.6/10,"4,430"
07-05-2019,10-05-2019,Hyatt Place New York/Midtown-South,897,8.6/10,"3,640"
07-05-2019,10-05-2019,Days Hotel by Wyndham on Broadway NYC,466,6.6/10,"4,984"
07-05-2019,10-05-2019,The Hotel @ Fifth Avenue,855,8.0/10,"6,984"
07-05-2019,10-05-2019,"Park South, a Joie de Vivre Hotel","1,077",8.7/10,914
07-05-2019,10-05-2019,"The Standard, High Line New York","1,355",8.3/10,"3,068"
07-05-2019,10-05-2019,The Watson Hotel,690,7.8/10,"12,351"
07-05-2019,10-05-2019,The Hotel @ New York City,972,7.7/10,"3,898"
07-05-2019,10-05-2019,Millennium Times Square New York,"1,017",7.7/10,"3,603"
07-05-2019,10-05-2019,The Roxy Hotel Tribeca,"2,000",8.9/10,"1,228"
07-05-2019,10-05-2019,Hampton Inn Madison Square Garden,897,8.7/10,"1,222"
07-05-2019,10-05-2019,Homewood Suites Midtown Manhattan Times Square South,"1,296",8.9/10,"2,002"
07-05-2019,10-05-2019,Hotel Wales,"1,077",8.1/10,950
07-05-2019,10-05-2019,City Club Hotel,"2,097",8.3/10,"1,121"
07-05-2019,10-05-2019,DoubleTree by Hilton Metropolitan New York City,"1,167",7.7/10,"3,492"
07-05-2019,10-05-2019,Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,"1,393",8.6/10,944
07-05-2019,10-05-2019,"LIFE Hotel, NoMad",814,8.1/10,"1,702"
07-05-2019,10-05-2019,Grand Hyatt New York,"1,077",7.7/10,"4,781"
07-05-2019,10-05-2019,"Hotel Shocard, New York",735,8.3/10,"1,682"
07-05-2019,10-05-2019,Fairfield Inn by Marriott New York Manhattan/Financial District,"1,177",8.3/10,"2,890"
07-05-2019,10-05-2019,Hilton Times Square,"1,017",8.4/10,"1,851"
07-05-2019,10-05-2019,Hilton Garden Inn New York Times Square South,"1,014",8.7/10,"1,968"
07-05-2019,10-05-2019,Crowne Plaza Times Square,755,8.2/10,"7,148"
07-05-2019,10-05-2019,Holiday Inn Express - Times Square South,"1,177",8.3/10,"2,385"
07-05-2019,10-05-2019,The Redbury New York,797,8.1/10,"3,024"
07-05-2019,10-05-2019,"Hudson New York, Central Park",827,7.1/10,"11,727"
07-05-2019,10-05-2019,Wellington Hotel,580,7.8/10,"6,644"
07-05-2019,10-05-2019,Hyatt Union Square New York,"1,977",8.7/10,498
07-05-2019,10-05-2019,Flatiron Hotel,847,7.1/10,568
07-05-2019,10-05-2019,Aloft Manhattan Downtown - Financial District,"1,477",8.4/10,"1,230"
07-05-2019,10-05-2019,Ace Hotel New York,"1,107",8.4/10,"1,573"
07-05-2019,10-05-2019,Bentley Hotel,957,7.9/10,"1,868"
07-05-2019,10-05-2019,The Manhattan Club,825,8.5/10,"1,005"
07-05-2019,10-05-2019,Courtyard by Marriott Times Square West,"1,037",8.7/10,"2,003"
07-05-2019,10-05-2019,Hotel Boutique at Grand Central,977,8.7/10,"2,061"
07-05-2019,10-05-2019,Novotel New York Times Square,"1,047",8.4/10,"3,029"
07-05-2019,10-05-2019,Hampton Inn Manhattan - Times Square South,866,8.4/10,"1,451"
07-05-2019,10-05-2019,InterContinental New York Barclay Hotel,"1,577",8.7/10,"2,277"
07-05-2019,10-05-2019,Hilton Garden Inn Times Square,861,8.3/10,"1,932"
07-05-2019,10-05-2019,DoubleTree by Hilton New York Times Square South,809,7.4/10,"1,298"
07-05-2019,10-05-2019,Heritage Hotel New York City,719,7.2/10,"3,068"
07-05-2019,10-05-2019,Hilton Garden Inn New York Manhattan Midtown East,932,8.5/10,964
07-05-2019,10-05-2019,The Dominick Hotel,"1,375",8.6/10,"1,260"
07-05-2019,10-05-2019,Millennium Hilton New York One UN Plaza,"1,227",8.4/10,"3,959"
07-05-2019,10-05-2019,Holiday Inn Manhattan Financial District,"1,147",8.2/10,"2,441"
07-05-2019,10-05-2019,Empire Hotel,875,7.6/10,"3,715"
07-05-2019,10-05-2019,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,"1,068",8.8/10,"1,543"
07-05-2019,10-05-2019,citizenM New York Bowery,992,9.3/10,953
07-05-2019,10-05-2019,U Hotel Fifth Avenue,609,8.3/10,"1,539"
07-05-2019,10-05-2019,Four Points by Sheraton New York Downtown,"1,217",8.0/10,"3,383"
07-05-2019,10-05-2019,"Night Hotel Theater District, Times Square",890,7.9/10,586
07-05-2019,10-05-2019,The Assemblage John Street,"1,399",9.1/10,277
07-05-2019,10-05-2019,The Quin Central Park by Hilton Club,"2,097",8.8/10,"1,511"
07-05-2019,10-05-2019,Moxy NYC Downtown,"1,141",8.8/10,380
07-05-2019,10-05-2019,"The Lexington Hotel, Autograph Collection","1,080",8.1/10,"2,212"
07-05-2019,10-05-2019,Kimpton Ink48 Hotel,"1,180",8.7/10,643
07-05-2019,10-05-2019,Luxury 2 Bedrooms Apartment Murray Hill,765,7.3/10,7
07-05-2019,10-05-2019,Aliz Hotel Times Square,859,8.5/10,"1,333"
07-05-2019,10-05-2019,AKA Central Park,"1,275",8.5/10,712
07-05-2019,10-05-2019,TRYP by Wyndham Times Square South,"1,547",8.1/10,"2,716"
07-05-2019,10-05-2019,La Quinta by Wyndham New York City Central Park,605,7.6/10,"3,418"
07-05-2019,10-05-2019,Staybridge Suites - Times Square - New York City,753,8.1/10,"3,227"
07-05-2019,10-05-2019,Arlo NoMad,942,8.7/10,"3,023"
07-05-2019,10-05-2019,Hyatt Centric Times Square New York,"1,077",8.6/10,"4,289"
07-05-2019,10-05-2019,Hampton Inn Manhattan-Times Square North,789,8.3/10,"1,629"
07-05-2019,10-05-2019,The Allen Hotel,760,8.5/10,976
07-05-2019,10-05-2019,Lord & Moris - Times Square Hotel,608,7.7/10,755
07-05-2019,10-05-2019,Best Western Bowery Hanbee Hotel,910,8.2/10,"1,103"
07-05-2019,10-05-2019,Pod Times Square,647,8.6/10,"11,258"
07-05-2019,10-05-2019,Hampton Inn Manhattan Chelsea,"1,017",8.5/10,830
07-05-2019,10-05-2019,Archer Hotel New York,"1,086",8.9/10,"1,369"
07-05-2019,10-05-2019,AKA Times Square,"1,055",8.7/10,774
07-05-2019,10-05-2019,The Time New York,969,8.2/10,"1,983"
07-05-2019,10-05-2019,Hotel Belleclaire,794,7.9/10,"3,235"
07-05-2019,10-05-2019,Westin New York at Times Square,"1,907",8.0/10,"1,268"
07-05-2019,10-05-2019,Four Points by Sheraton Midtown - Times Square,"1,211",8.4/10,"2,966"
07-05-2019,10-05-2019,HGU New York,924,8.5/10,"1,638"
07-05-2019,10-05-2019,The Mansfield Hotel,618,7.6/10,769
07-05-2019,10-05-2019,Trump International New York,"1,450",8.9/10,895
07-05-2019,10-05-2019,InterContinental New York Times Square,880,8.0/10,"2,976"
07-05-2019,10-05-2019,Arlo SoHo,"1,046",8.6/10,"3,703"
07-05-2019,10-05-2019,Sofitel New York,"1,347",8.6/10,"1,235"
07-05-2019,10-05-2019,Four Points by Sheraton Manhattan SoHo Village,"1,094",8.1/10,"1,186"
07-05-2019,10-05-2019,Executive Hotel Le Soleil New York,"1,047",8.5/10,"2,647"
07-05-2019,10-05-2019,Sixty LES,"1,254",8.2/10,978
07-05-2019,10-05-2019,Hilton Garden Inn Times Square Central,"1,173",8.3/10,"1,217"
07-05-2019,10-05-2019,2 Bedroom Apartment Hell's Kitchen,"1,077",7.5/10,67
07-05-2019,10-05-2019,"The Bernic Hotel New York City,Tapestry Collection by Hilton","1,037",8.6/10,"1,655"
07-05-2019,11-05-2019,Hotel Pennsylvania,561,5.6/10,"40,753"
07-05-2019,11-05-2019,The Roosevelt Hotel,815,7.1/10,"1,323"
07-05-2019,11-05-2019,The Mansfield Hotel,752,7.6/10,769
